,Date,symbol,open,high,low,close,volume,per_of_change,ema_3,ema_9,ema_50,ema_200,Gain,Loss,AvgGain,AvgLoss,RS,RSI,RSI_Highest_High,RSI_Lowest_Low,14_Day_Stoch_RSI,RSI_K_Line,RSI_D_Line,EMA9_EMA50_EMA200,Purchase_Sell,buy_sell_condition,Open_Position,Running_PnL,Strategy_Return,Buy_Hold_Return
0,2020-01-21,BCH-USD,343.5102844238281,346.53643798828125,334.7032470703125,343.4217834472656,2658918440,0.0,,,,,0.0,0.0,,,,,,,,,,False,0.0,,0,0.0,-100.0,-4.19
1,2020-01-22,BCH-USD,343.3699951171875,352.0074768066406,339.61688232421875,347.2313232421875,2468426687,1.109,,,,,3.809539794921875,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2,2020-01-23,BCH-USD,347.4979248046875,348.3945007324219,319.2879638671875,324.8680114746094,2722405196,-6.44,335.09728240966797,,,,0.0,22.363311767578125,,,,,,,,,,False,0.0,,0,0.0,,
3,2020-01-24,BCH-USD,325.1677551269531,327.37530517578125,299.9560852050781,319.5209045410156,3346887042,-1.646,327.3090934753418,,,,0.0,5.34710693359375,,,,,,,,,,False,0.0,,0,0.0,,
4,2020-01-25,BCH-USD,319.3762512207031,319.4014587402344,305.4877319335937,311.3583374023437,2169791084,-2.555,319.3337154388428,,,,0.0,8.162567138671932,,,,,,,,,,False,0.0,,0,0.0,,
5,2020-01-26,BCH-USD,310.99591064453125,347.7431945800781,308.5487365722656,346.99786376953125,3192088890,11.446,333.165789604187,,,,35.63952636718756,0.0,,,,,,,,,,False,0.0,,0,0.0,,
6,2020-01-27,BCH-USD,346.8900451660156,374.8609008789063,346.531005859375,362.6493225097656,4123924761,4.511,347.9075560569763,,,,15.651458740234375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
7,2020-01-28,BCH-USD,362.6531372070313,382.775146484375,360.5024719238281,378.859130859375,3916343793,4.47,363.38334345817566,,,,16.209808349609375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
8,2020-01-29,BCH-USD,379.1030883789063,393.7833557128906,378.2979736328125,381.5235290527344,3987047015,0.703,372.453436255455,354.53344995929695,,,2.664398193359375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
9,2020-01-30,BCH-USD,380.861572265625,395.5552062988281,373.5348205566406,392.9721374511719,4055518921,3.001,382.71278685331345,362.22118745767193,,,11.4486083984375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
10,2020-01-31,BCH-USD,392.8301696777344,393.8035583496094,366.5951232910156,375.3895568847656,3667538280,-4.474,379.05117186903954,364.8548613430907,,,0.0,17.58258056640625,,,,,,,,,,False,0.0,,0,0.0,,
11,2020-02-01,BCH-USD,375.0665893554688,387.3855895996094,374.601318359375,381.0133666992188,3218496040,1.498,380.03226928412914,368.08656241431635,,,5.623809814453182,0.0,,,,,,,,,,False,0.0,,0,0.0,,
12,2020-02-02,BCH-USD,380.2534790039063,388.3854370117188,370.8065490722656,378.2730102539063,3246254490,-0.719,379.1526397690177,370.1238519822343,,,0.0,2.7403564453125,,,,,,,,,,False,0.0,,0,0.0,,
13,2020-02-03,BCH-USD,377.9372253417969,389.4546813964844,375.8619689941406,383.8786926269531,3410323023,1.482,381.5156661979854,372.8748201111781,,,5.605682373046818,0.0,6.903773716517861,4.013994489397326,1.7199260573858977,63.234294649866584,,,,,,False,0.0,,0,0.0,,
14,2020-02-04,BCH-USD,383.7582092285156,387.1604309082031,374.6589965820313,380.5999755859375,3143637424,-0.854,381.05782089196146,374.41985120613,,,0.0,3.278717041015625,6.903773716517861,4.248188563755584,1.6251099999230316,61.9063582086343,,,,,,False,0.0,,0,0.0,,
15,2020-02-05,BCH-USD,380.7189331054688,442.0984802246094,379.15716552734375,442.0081481933594,5289083000,16.135,411.5329845426604,387.93751060357584,,,61.408172607421875,0.0,11.017961774553575,4.248188563755584,2.5935670249093685,72.17249621147053,,,,,,False,0.0,,0,0.0,,
16,2020-02-06,BCH-USD,442.3412780761719,445.92816162109375,427.7868041992188,442.7859191894531,4860546337,0.176,427.15945186605677,398.90719232075134,,,0.77777099609375,0.0,11.073516845703129,2.6508091517857184,4.1774100705225985,80.68532361974832,,,,,,False,0.0,,0,0.0,,
17,2020-02-07,BCH-USD,442.5661926269531,454.0125732421875,433.949462890625,439.75341796875,4461219818,-0.685,433.4564349174034,407.0764374503511,,,0.0,3.032501220703125,11.073516845703129,2.485480172293531,4.455282713233154,81.66914434014117,,,,,,False,0.0,,0,0.0,,
18,2020-02-08,BCH-USD,439.7012939453125,451.2791748046875,427.8006591796875,443.5063171386719,4419573713,0.853,438.48137602803763,414.3624133880153,,,3.752899169921875,0.0,11.34158107212612,1.9024396623883928,5.9615983078735235,85.63548260362845,,,,,,False,0.0,,0,0.0,,
19,2020-02-09,BCH-USD,443.06829833984375,458.0118713378906,438.7329711914063,449.8135986328125,4503926958,1.422,444.14748733042507,421.45265043697475,,,6.307281494140625,0.0,9.246420724051339,1.9024396623883928,4.86029644295948,82.93601680847743,,,,,,False,0.0,,0,0.0,,
20,2020-02-10,BCH-USD,449.9117126464844,457.9459228515625,439.0682373046875,452.8875122070313,4615609704,0.683,448.51749976872816,427.7396227909861,,,3.073913574218807,0.0,8.348024640764512,1.9024396623883928,4.388062762676055,81.44045375775585,,,,,,False,0.0,,0,0.0,,
21,2020-02-11,BCH-USD,452.9929504394531,463.737060546875,441.8290710449219,461.2581787109375,4555794105,1.848,454.88783923983283,434.4433339749764,,,8.370666503906193,0.0,7.7880859375,1.9024396623883928,4.093736107100789,80.3680446145222,,,,,,False,0.0,,0,0.0,,
22,2020-02-12,BCH-USD,461.1723327636719,479.6651306152344,461.0984802246094,475.48052978515625,5045367008,3.083,465.18418451249454,442.6507731370124,,,14.22235107421875,0.0,8.613654000418526,1.9024396623883928,4.527688404900383,81.9092552482972,,,,,,False,0.0,,0,0.0,,
23,2020-02-13,BCH-USD,475.0639343261719,482.7957153320313,461.2630615234375,474.3179931640625,5008241277,-0.244,469.7510888382785,448.98421714242244,,,0.0,1.16253662109375,7.795896257672991,1.9854779924665178,3.9264581562993364,79.70144131395239,,,,,,False,0.0,,0,0.0,,
24,2020-02-14,BCH-USD,474.4730529785156,493.0281066894531,467.2329406738281,491.16064453125,5065237281,3.551,480.45586668476426,457.419502620188,,,16.8426513671875,0.0,8.99894278390067,0.7295793805803571,12.33442586705548,92.50061449986657,,,,,,False,0.0,,0,0.0,,
25,2020-02-15,BCH-USD,491.1003112792969,492.6701965332031,433.6261901855469,437.6649475097656,5190427957,-10.892,459.06040709726494,453.46859159810356,,,0.0,53.495697021484375,8.5972420828683,4.550700596400669,1.8892128587119534,65.38849683626937,,,,,,False,0.0,,0,0.0,,
26,2020-02-16,BCH-USD,438.8775024414063,455.3826293945313,393.8258361816406,415.9406433105469,5449550841,-4.964,437.5005252039059,445.9630019405922,,,0.0,21.72430419921875,8.5972420828683,5.906696864536831,1.4555075840247045,59.27522250365246,92.50061449986657,59.27522250365246,0.0,,,False,0.0,,0,0.0,,
27,2020-02-17,BCH-USD,415.0501098632813,416.8081665039063,372.6043701171875,409.3445739746094,6803728992,-1.586,423.42254958925764,438.63931634739566,,,0.0,6.5960693359375,8.196836199079241,6.377844674246652,1.2852047388638306,56.24024478011608,92.50061449986657,56.24024478011608,0.0,0.0,,False,0.0,,0,0.0,,
28,2020-02-18,BCH-USD,409.6348876953125,423.4830017089844,387.8839721679688,418.8741760253906,5886874448,2.328,421.14836280732413,434.6862882829947,,,9.52960205078125,0.0,8.87752205984933,6.143650599888393,1.444991363931178,59.10006003488902,92.50061449986657,56.24024478011608,0.07886889397090842,0.03943444698545421,,False,0.0,,0,0.0,,
29,2020-02-19,BCH-USD,419.09710693359375,421.6566467285156,378.70843505859375,382.2194213867188,4542003340,-8.751,401.6838920970215,424.19291490373956,,,0.0,36.65475463867182,4.491224016462054,8.761847359793522,0.512588707841618,33.88817496681264,92.50061449986657,33.88817496681264,0.0,0.03943444698545421,0.019717223492727105,False,0.0,,0,0.0,,
