,Date,symbol,open,high,low,close,volume,per_of_change,ema_3,ema_9,ema_50,ema_200,Gain,Loss,AvgGain,AvgLoss,RS,RSI,RSI_Highest_High,RSI_Lowest_Low,14_Day_Stoch_RSI,RSI_K_Line,RSI_D_Line,EMA9_EMA50_EMA200,Purchase_Sell,buy_sell_condition,Open_Position,Running_PnL,Strategy_Return,Buy_Hold_Return
0,2020-01-21,USDT-USD,1.000512957572937,1.0058820247650146,0.9952189922332764,1.0014179944992063,31080893275,0.0,,,,,0.0,0.0,,,,,,,,,,False,0.0,,0,0.0,-0.09,-0.06
1,2020-01-22,USDT-USD,1.0014640092849731,1.0035159587860107,0.9971789717674256,1.000594973564148,29749248330,-0.082,,,,,0.0,0.0008230209350583717,,,,,,,,,,False,0.0,,0,0.0,,
2,2020-01-23,USDT-USD,1.000722050666809,1.005092978477478,0.9963449835777284,0.9984089732170104,33631459310,-0.218,0.9997077286243439,,,,0.0,0.002186000347137562,,,,,,,,,,False,0.0,,0,0.0,,
3,2020-01-24,USDT-USD,0.9991040229797364,1.0054140090942385,0.992917001247406,1.0029699802398682,33356108238,0.457,1.001338854432106,,,,0.004561007022857777,0.0,,,,,,,,,,False,0.0,,0,0.0,,
4,2020-01-25,USDT-USD,1.0036590099334717,1.0056840181350708,0.9965389966964722,1.0021129846572876,26340299495,-0.085,1.0017259195446968,,,,0.0,0.0008569955825805664,,,,,,,,,,False,0.0,,0,0.0,,
5,2020-01-26,USDT-USD,1.001947045326233,1.0083370208740234,0.9973589777946472,1.0005040168762207,29121614731,-0.161,1.0011149682104588,,,,0.0,0.0016089677810668945,,,,,,,,,,False,0.0,,0,0.0,,
6,2020-01-27,USDT-USD,1.0015499591827393,1.007146954536438,0.9932299852371216,1.0018999576568604,37771545362,0.14,1.0015074629336596,,,,0.0013959407806396484,0.0,,,,,,,,,,False,0.0,,0,0.0,,
7,2020-01-28,USDT-USD,1.0020140409469604,1.008239984512329,0.9910669922828674,1.0007599592208862,44123906993,-0.114,1.001133711077273,,,,0.0,0.001139998435974121,,,,,,,,,,False,0.0,,0,0.0,,
8,2020-01-29,USDT-USD,1.0015289783477783,1.00626802444458,0.9931740164756776,1.002295970916748,42323320108,0.153,1.0017148409970105,1.0014227692700195,,,0.0015360116958618164,0.0,,,,,,,,,,False,0.0,,0,0.0,,
9,2020-01-30,USDT-USD,1.0032190084457395,1.0109959840774536,0.99754798412323,1.0014519691467283,43624728074,-0.084,1.0015834050718695,1.0014286092453613,,,0.0,0.0008440017700197533,,,,,,,,,,False,0.0,,0,0.0,,
10,2020-01-31,USDT-USD,1.002195954322815,1.006945013999939,0.9974089860916138,1.000648021697998,40496855325,-0.08,1.0011157133849338,1.0012724917358886,,,0.0,0.0008039474487302467,,,,,,,,,,False,0.0,,0,0.0,,
11,2020-02-01,USDT-USD,1.0002520084381104,1.004948973655701,0.997052013874054,1.0012160539627075,34763069931,0.057,1.0011658836738206,1.0012612041812525,,,0.0005680322647094727,0.0,,,,,,,,,,False,0.0,,0,0.0,,
12,2020-02-02,USDT-USD,1.0016080141067505,1.008178949356079,0.9960960149765016,1.0005439519882202,40560625161,-0.067,1.0008549178310204,1.001117753742646,,,0.0,0.0006721019744873047,,,,,,,,,,False,0.0,,0,0.0,,
13,2020-02-03,USDT-USD,1.0013610124588013,1.00667405128479,0.9943140149116516,0.9989129900932312,39849489336,-0.163,0.9998839539621258,1.0006768010127631,,,0.0,0.0016309618949890137,0.0005757851260049082,0.0007547140121459882,0.7629182932057861,43.27587365483934,,,,,,False,0.0,,0,0.0,,
14,2020-02-04,USDT-USD,0.9993640184402466,1.0050630569458008,0.9963290095329284,1.0017449855804443,36950713371,0.284,1.000814469771285,1.0008904379262993,,,0.0028319954872131348,0.0,0.0007780705179487035,0.0007547140121459882,1.0309474919331396,50.76189788401872,,,,,,False,0.0,,0,0.0,,
