,Date,symbol,open,high,low,close,volume,per_of_change,ema_3,ema_9,ema_50,ema_200,Gain,Loss,AvgGain,AvgLoss,RS,RSI,RSI_Highest_High,RSI_Lowest_Low,14_Day_Stoch_RSI,RSI_K_Line,RSI_D_Line,EMA9_EMA50_EMA200,Purchase_Sell,buy_sell_condition,Open_Position,Running_PnL,Strategy_Return,Buy_Hold_Return
0,2020-01-21,BNB-USD,17.32768440246582,18.146684646606445,17.16921615600586,18.127666473388672,295922233,0.0,,,,,0.0,0.0,,,,,,,,,,False,0.0,,0,0.0,-100.0,358.74
1,2020-01-22,BNB-USD,18.124231338500977,18.35371208190918,17.598785400390625,17.79836082458496,237634401,-1.817,,,,,0.0,0.32930564880371094,,,,,,,,,,False,0.0,,0,0.0,,
2,2020-01-23,BNB-USD,17.81135368347168,17.817012786865234,16.7874755859375,17.021404266357422,221009513,-4.365,17.49220895767212,,,,0.0,0.7769565582275391,,,,,,,,,,False,0.0,,0,0.0,,
3,2020-01-24,BNB-USD,17.031307220458984,17.395034790039062,16.48969841003418,17.047409057617188,213341615,0.153,17.269809007644653,,,,0.026004791259765625,0.0,,,,,,,,,,False,0.0,,0,0.0,,
4,2020-01-25,BNB-USD,17.04941177368164,17.109012603759766,16.603246688842773,16.976106643676758,208315919,-0.418,17.122957825660706,,,,0.0,0.07130241394042969,,,,,,,,,,False,0.0,,0,0.0,,
5,2020-01-26,BNB-USD,16.973331451416016,17.494525909423828,16.873783111572266,17.43863296508789,248646036,2.725,17.280795395374298,,,,0.4625263214111328,0.0,,,,,,,,,,False,0.0,,0,0.0,,
6,2020-01-27,BNB-USD,17.443195343017578,17.89511489868164,17.279787063598633,17.691341400146484,227584506,1.449,17.48606839776039,,,,0.25270843505859375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
7,2020-01-28,BNB-USD,17.683528900146484,18.115135192871094,17.499954223632812,18.115135192871094,257579475,2.395,17.800601795315742,,,,0.4237937927246094,0.0,,,,,,,,,,False,0.0,,0,0.0,,
8,2020-01-29,BNB-USD,18.06624412536621,18.433631896972656,17.883756637573242,17.912776947021484,221674739,-1.117,17.856689371168613,17.719333311357424,,,0.0,0.20235824584960938,,,,,,,,,,False,0.0,,0,0.0,,
9,2020-01-30,BNB-USD,17.92017936706543,18.703235626220703,17.730592727661133,18.590408325195312,264686498,3.783,18.223548848181963,17.893548314125002,,,0.6776313781738281,0.0,,,,,,,,,,False,0.0,,0,0.0,,
10,2020-01-31,BNB-USD,18.590301513671875,18.840961456298828,17.854555130004883,18.21097946166992,245035922,-2.041,18.217264154925942,17.957034543633988,,,0.0,0.3794288635253942,,,,,,,,,,False,0.0,,0,0.0,,
11,2020-02-01,BNB-USD,18.20280265808105,18.57014846801757,18.06700134277344,18.218320846557617,238461925,0.04,18.21779250074178,18.009291804218716,,,0.007341384887698865,0.0,,,,,,,,,,False,0.0,,0,0.0,,
12,2020-02-02,BNB-USD,18.20256233215332,18.769256591796875,17.89708709716797,18.448184967041016,256209045,1.262,18.332988733891398,18.097070436783177,,,0.22986412048339844,0.0,,,,,,,,,,False,0.0,,0,0.0,,
13,2020-02-03,BNB-USD,18.45067977905273,18.787670135498047,18.2275447845459,18.46275520324707,227749150,0.079,18.397871968569234,18.17020739007596,,,0.014570236206054688,0.0,0.1496028900146487,0.1256679807390488,1.190461477417235,54.34751944694794,,,,,,False,0.0,,0,0.0,,
14,2020-02-04,BNB-USD,18.46612548828125,18.595590591430664,17.904842376708984,18.177366256713867,213533737,-1.546,18.28761911264155,18.17163916340354,,,0.0,0.2853889465332031,0.1496028900146487,0.14605290549142044,1.0243061547545644,50.600357675578756,,,,,,False,0.0,,0,0.0,,
15,2020-02-05,BNB-USD,18.19530487060547,19.407155990600582,18.17057609558105,19.215049743652344,301486499,5.709,18.751334428146947,18.3803212794533,,,1.0376834869384766,0.0,0.22372313908168273,0.12253107343401252,1.8258481935373385,64.61239488069526,,,,,,False,0.0,,0,0.0,,
16,2020-02-06,BNB-USD,19.22905731201172,20.79269027709961,19.077112197875977,20.59526252746582,394704716,7.183,19.673298477806384,18.823309529055805,,,1.3802127838134766,0.0,0.32230976649693105,0.06703417641775974,4.808140917377478,82.78278688094356,,,,,,False,0.0,,0,0.0,,
17,2020-02-07,BNB-USD,20.583084106445312,22.47980117797852,20.4676513671875,22.06225776672364,485529457,7.123,20.867778122265012,19.471099176589373,,,1.4669952392578196,0.0,0.4252376556396492,0.06703417641775974,6.343594840183471,86.38269101492239,,,,,,False,0.0,,0,0.0,,
18,2020-02-08,BNB-USD,22.057981491088867,22.1653060913086,20.97790908813477,21.78241920471192,376067881,-1.268,21.32509866348847,19.933363182213885,,,0.0,0.27983856201171875,0.4252376556396492,0.08192961556570896,5.190280128906516,83.84564221366432,,,,,,False,0.0,,0,0.0,,
